Points:0,Points:1,Points:2
11.9667,0.434893,0.0764451
11.9669,0.431397,0.060637
11.9673,0.434223,0.0719505
11.9675,0.435578,0.0796874
11.9682,0.426681,0.0492284
11.9681,0.432578,0.0639458
11.968,0.43481,0.0744193
11.9684,0.435983,0.081281
11.9684,0.435452,0.0777863
11.9686,0.433472,0.0671411
11.9691,0.429167,0.0537213
11.9695,0.43422,0.0698613
11.9697,0.43089,0.057584
11.9694,0.435307,0.0757365
11.9694,0.435926,0.0795895
11.9695,0.434699,0.0722307
11.9702,0.424406,0.0448069
11.9703,0.43634,0.0812076
11.9706,0.432256,0.0610988
11.9705,0.435832,0.0777135
11.9712,0.433924,0.0669958
11.9713,0.435249,0.0733884
11.9713,0.436279,0.0795079
11.9717,0.435742,0.0757359
11.9721,0.433284,0.0637061
11.9722,0.436697,0.0811341
11.9726,0.43625,0.0777365
11.9729,0.435209,0.0715536
11.9732,0.430478,0.0548473
11.9732,0.432505,0.0602582
11.9734,0.434809,0.0690845
11.9732,0.436634,0.0794307
11.9739,0.42657,0.0471102
11.9739,0.428593,0.0506731
11.974,0.436204,0.0758216
11.9741,0.437054,0.0810606
11.9744,0.43436,0.0661572
11.9744,0.435901,0.0736996
11.9748,0.436683,0.0778679
11.9758,0.424766,0.0436492
11.9753,0.435623,0.0712499
11.9755,0.43181,0.0569964
11.9753,0.437058,0.0796505
11.9757,0.433788,0.0629984
11.9761,0.436547,0.0755688
11.9761,0.437411,0.0809872
11.9763,0.435274,0.0685961
11.977,0.433045,0.0596553
11.9769,0.436326,0.0733678
11.9773,0.430506,0.0531385
11.9771,0.437361,0.0793205
11.9774,0.4371,0.0773053
11.9776,0.434862,0.0657196
11.978,0.436072,0.0709464
11.9784,0.428479,0.0488702
11.978,0.437768,0.0809137
11.9785,0.436974,0.0753287
11.9791,0.434363,0.0626697
11.979,0.437709,0.0792225
11.9792,0.435761,0.0683011
11.9795,0.436776,0.0731505
11.98,0.432384,0.0562606
11.9798,0.437535,0.0772183
11.9799,0.438125,0.0808402
11.9806,0.436539,0.0707247
11.9809,0.433714,0.0594308
11.9808,0.435424,0.0654538
11.9808,0.437394,0.0752527
11.9815,0.42513,0.0424775
11.9809,0.438062,0.0791408
11.982,0.43053,0.0513093
11.9819,0.437215,0.073033
11.9818,0.438482,0.0807667
