ID,Points:0,Points:1
23.5493,0.285516,0.087598
23.5981,0.283878,0.0881366
23.6469,0.282241,0.088663
23.6957,0.280606,0.0891774
23.7444,0.278974,0.0896797
23.7932,0.277345,0.0901698
23.842,0.275719,0.0906478
23.8908,0.274097,0.0911137
23.9396,0.27248,0.0915675
23.9883,0.270869,0.0920092
24.0371,0.269263,0.0924387
24.0859,0.267664,0.0928561
24.1347,0.266071,0.0932614
24.1835,0.264487,0.0936545
24.2323,0.26291,0.0940354
24.281,0.261343,0.0944042
24.3298,0.259785,0.0947607
24.3786,0.258236,0.0951051
24.4274,0.256698,0.0954374
24.4762,0.25517,0.0957574
24.525,0.253651,0.0960653
24.5737,0.25214,0.096361
24.6225,0.250639,0.0966445
24.6713,0.249145,0.0969158
24.7201,0.247659,0.097175
24.7689,0.24618,0.097422
24.8177,0.244708,0.0976568
24.8665,0.243243,0.0978794
24.9152,0.241784,0.0980899
24.964,0.240329,0.0982882
25.0128,0.238881,0.0984743
25.0616,0.237437,0.0986483
25.1104,0.235997,0.0988101
25.1592,0.234561,0.0989598
25.208,0.233129,0.0990973
25.2568,0.231699,0.0992226
25.3055,0.230273,0.0993358
25.3543,0.228848,0.0994368
25.4031,0.227426,0.0995257
25.4519,0.226004,0.0996025
25.5007,0.224584,0.099667
25.5495,0.223164,0.0997195
25.5983,0.221744,0.0997598
25.6471,0.220325,0.0997879
25.6959,0.218904,0.0998039
25.7446,0.217482,0.0998078
25.7932,0.216065,0.0997996
25.8415,0.214655,0.0997796
25.8894,0.213252,0.0997479
25.9371,0.211856,0.0997048
25.9844,0.210466,0.0996506
26.0314,0.209084,0.0995854
26.0781,0.207709,0.0995094
26.1246,0.206344,0.099423
26.1707,0.204986,0.0993262
26.2165,0.203639,0.0992194
26.262,0.2023,0.0991026
26.3072,0.200972,0.0989762
26.3522,0.199654,0.0988403
26.3968,0.198347,0.098695
26.4412,0.19705,0.0985407
26.4852,0.195766,0.0983774
26.529,0.194492,0.0982055
26.5725,0.193231,0.098025
26.6157,0.191982,0.0978361
