Point ID,Points:0,Points:1,Points:2
2195,12.0932,-0.445755,0.0880242
2108,12.0934,-0.457125,0.0805067
2256,12.0937,-0.45144,0.0862069
2110,12.0944,-0.457125,0.0807608
2252,12.0948,-0.45144,0.0862513
2174,12.0953,-0.457125,0.0810072
2253,12.0958,-0.45144,0.0862918
2170,12.0963,-0.457125,0.0812456
2263,12.0968,-0.45144,0.0863284
2086,12.0973,-0.445755,0.0880598
2166,12.0973,-0.457125,0.0814757
2264,12.0978,-0.45144,0.0863614
2122,12.0982,-0.457125,0.0816974
2226,12.0989,-0.45144,0.086391
2160,12.0992,-0.457125,0.0819105
2227,12.0999,-0.45144,0.0864174
2158,12.1002,-0.457125,0.0821148
2273,12.1009,-0.45144,0.0864408
2084,12.1014,-0.445755,0.0881051
2154,12.1012,-0.457125,0.0823103
2152,12.1022,-0.457125,0.0824972
2271,12.103,-0.45144,0.0864794
2149,12.1031,-0.457125,0.0826757
2147,12.1041,-0.457125,0.0828458
2142,12.1051,-0.457125,0.083008
3356,12.1063,-0.434385,0.0923829
2140,12.1061,-0.457125,0.0831622
2137,12.1071,-0.457125,0.0833088
2135,12.1081,-0.457125,0.083448
2131,12.1091,-0.457125,0.0835798
2087,12.1096,-0.445755,0.0882211
2129,12.1101,-0.457125,0.0837046
2126,12.1111,-0.457125,0.0838225
2123,12.1121,-0.457125,0.0839338
3416,12.1135,-0.426776,0.094828
2198,12.1125,-0.46281,0.0757594
2124,12.1131,-0.457125,0.0840385
3357,12.1145,-0.434385,0.0925162
2225,12.1141,-0.457125,0.084137
2239,12.1151,-0.457125,0.0842294
2241,12.1161,-0.457125,0.0843159
2117,12.1163,-0.46281,0.0770178
2242,12.1171,-0.457125,0.0843967
2081,12.1178,-0.445755,0.0883644
2247,12.1181,-0.457125,0.084472
2112,12.1182,-0.46281,0.0776137
2248,12.1192,-0.457125,0.084542
2250,12.1202,-0.457125,0.0846069
2111,12.1201,-0.46281,0.0781853
2251,12.1212,-0.457125,0.0846669
3420,12.1227,-0.434385,0.0926182
2106,12.122,-0.46281,0.0787306
2259,12.1222,-0.457125,0.0847222
2260,12.1232,-0.457125,0.0847729
2107,12.1239,-0.46281,0.079248
2262,12.1242,-0.457125,0.0848194
2109,12.1249,-0.46281,0.0794956
2105,12.1253,-0.457125,0.0848617
2207,12.1259,-0.46281,0.0797357
2266,12.1263,-0.457125,0.0849002
2208,12.1268,-0.46281,0.0799678
2101,12.1273,-0.457125,0.0849349
2120,12.1278,-0.46281,0.0801919
2102,12.1283,-0.457125,0.084966
2121,12.1288,-0.46281,0.0804077
2098,12.1294,-0.457125,0.0849939
2213,12.1298,-0.46281,0.0806151
3358,12.1309,-0.434385,0.0926907
2214,12.1307,-0.46281,0.0808139
2276,12.1314,-0.457125,0.0850404
2211,12.1317,-0.46281,0.0810041
2212,12.1327,-0.46281,0.0811858
3414,12.1342,-0.427634,0.0945485
2094,12.1335,-0.457125,0.0850759
2215,12.1337,-0.46281,0.0813592
2216,12.1347,-0.46281,0.0815246
2272,12.1355,-0.457125,0.0851021
2209,12.1356,-0.46281,0.0816821
2210,12.1366,-0.46281,0.0818318
2091,12.1376,-0.457125,0.0851204
2219,12.1376,-0.46281,0.0819741
3359,12.1391,-0.434385,0.0927359
2220,12.1386,-0.46281,0.0821091
2217,12.1396,-0.46281,0.0822369
2218,12.1406,-0.46281,0.0823578
2095,12.1417,-0.457125,0.08514
2221,12.1416,-0.46281,0.082472
2222,12.1426,-0.46281,0.0825797
2116,12.1431,-0.468495,0.0745893
2223,12.1436,-0.46281,0.082681
2224,12.1446,-0.46281,0.0827761
2089,12.1458,-0.457125,0.0851474
2282,12.1456,-0.46281,0.0828653
2283,12.1466,-0.46281,0.0829487
2114,12.1469,-0.468495,0.0758162
2280,12.1476,-0.46281,0.0830266
2281,12.1487,-0.46281,0.0830991
2045,12.1488,-0.468495,0.0763971
2284,12.1497,-0.46281,0.0831664
2088,12.1505,-0.445755,0.0890547
2285,12.1507,-0.46281,0.0832287
2040,12.1507,-0.468495,0.0769541
2278,12.1517,-0.46281,0.0832862
2279,12.1527,-0.46281,0.0833391
2046,12.1526,-0.468495,0.0774854
2286,12.1537,-0.46281,0.0833876
3413,12.1549,-0.428455,0.0942088
2085,12.154,-0.457125,0.0851713
3360,12.1555,-0.434385,0.0927532
2036,12.1545,-0.468495,0.0779893
2104,12.1547,-0.46281,0.0834319
2037,12.1555,-0.468495,0.0782305
2103,12.1558,-0.46281,0.0834721
2032,12.1564,-0.468495,0.0784641
2100,12.1568,-0.46281,0.0835085
2033,12.1574,-0.468495,0.0786901
2099,12.1578,-0.46281,0.0835413
2083,12.1581,-0.457125,0.0851982
2029,12.1584,-0.468495,0.0789081
2097,12.1588,-0.46281,0.0835706
2047,12.1593,-0.468495,0.079118
2096,12.1598,-0.46281,0.0835967
2023,12.1603,-0.468495,0.0793197
2024,12.1613,-0.468495,0.079513
2093,12.1619,-0.46281,0.0836399
2082,12.1622,-0.457125,0.0852346
2020,12.1622,-0.468495,0.0796978
2025,12.1632,-0.468495,0.0798744
2092,12.1639,-0.46281,0.0836724
2016,12.1642,-0.468495,0.0800428
2017,12.1652,-0.468495,0.0802033
2194,12.1668,-0.445755,0.0893618
2013,12.1662,-0.468495,0.0803561
2026,12.1672,-0.468495,0.0805014
2008,12.1682,-0.468495,0.0806394
2009,12.1692,-0.468495,0.0807701
2080,12.1704,-0.457125,0.085332
2005,12.1701,-0.468495,0.080894
2010,12.1711,-0.468495,0.081011
2001,12.1721,-0.468495,0.0811215
2002,12.1731,-0.468495,0.0812255
4476,12.1736,-0.47418,0.0734192
1998,12.1741,-0.468495,0.0813234
2076,12.175,-0.445755,0.089479
2048,12.1751,-0.468495,0.0814152
2192,12.1755,-0.47418,0.074027
1991,12.1761,-0.468495,0.0815012
1992,12.1772,-0.468495,0.0815816
2042,12.1774,-0.47418,0.0746146
1988,12.1782,-0.468495,0.0816565
2079,12.1786,-0.457125,0.0854561
1993,12.1792,-0.468495,0.0817262
2039,12.1793,-0.47418,0.0751805
1982,12.1802,-0.468495,0.0817908
1983,12.1812,-0.468495,0.0818505
2038,12.1812,-0.47418,0.0757229
1977,12.1822,-0.468495,0.0819055
2074,12.1831,-0.445755,0.0895663
1994,12.1832,-0.468495,0.0819561
2035,12.1831,-0.47418,0.0762402
1970,12.1842,-0.468495,0.0820023
2034,12.185,-0.47418,0.0767306
1971,12.1852,-0.468495,0.0820444
2031,12.186,-0.47418,0.0769653
1964,12.1863,-0.468495,0.0820825
2030,12.187,-0.47418,0.0771926
1972,12.1873,-0.468495,0.0821169
2028,12.1879,-0.47418,0.0774123
1958,12.1883,-0.468495,0.0821478
2027,12.1889,-0.47418,0.0776243
1960,12.1893,-0.468495,0.0821753
2022,12.1899,-0.47418,0.0778284
1953,12.1903,-0.468495,0.0821996
2077,12.1913,-0.445755,0.0896253
2021,12.1908,-0.47418,0.0780243
2019,12.1918,-0.47418,0.0782121
1995,12.1924,-0.468495,0.0822394
2018,12.1928,-0.47418,0.0783915
2015,12.1938,-0.47418,0.0785629
1948,12.1944,-0.468495,0.0822689
2014,12.1947,-0.47418,0.0787264
3412,12.1964,-0.429964,0.0934192
2012,12.1957,-0.47418,0.0788821
2090,12.1965,-0.468495,0.0822894
2011,12.1967,-0.47418,0.0790302
2007,12.1977,-0.47418,0.079171
1943,12.1985,-0.468495,0.0823025
2070,12.1995,-0.445755,0.0896583
2006,12.1987,-0.47418,0.0793046
2004,12.1997,-0.47418,0.0794312
2003,12.2007,-0.47418,0.079551
2000,12.2017,-0.47418,0.0796642
1949,12.2026,-0.468495,0.0823126
1999,12.2027,-0.47418,0.0797709
1997,12.2037,-0.47418,0.0798714
2044,12.2042,-0.479865,0.0722491
1996,12.2047,-0.47418,0.0799658
1990,12.2057,-0.47418,0.0800544
2041,12.206,-0.479865,0.0728409
1940,12.2067,-0.468495,0.0823112
1989,12.2067,-0.47418,0.0801372
1987,12.2077,-0.47418,0.0802145
1894,12.2079,-0.479865,0.073413
1985,12.2087,-0.47418,0.0802865
1981,12.2097,-0.47418,0.0803533
1897,12.2098,-0.479865,0.0739639
2078,12.2111,-0.457125,0.0860692
1979,12.2107,-0.47418,0.0804152
1976,12.2117,-0.47418,0.0804723
1889,12.2118,-0.479865,0.0744917
1974,12.2127,-0.47418,0.0805249
1969,12.2137,-0.47418,0.080573
1898,12.2137,-0.479865,0.074995
2049,12.2149,-0.468495,0.0823184
1967,12.2147,-0.47418,0.0806169
2071,12.2159,-0.445755,0.0896545
1963,12.2157,-0.47418,0.0806568
1884,12.2156,-0.479865,0.0754719
1885,12.2165,-0.479865,0.0757001
1962,12.2168,-0.47418,0.0806929
1876,12.2175,-0.479865,0.075921
1957,12.2178,-0.47418,0.0807253
1878,12.2185,-0.479865,0.0761346
1934,12.219,-0.468495,0.0823365
1956,12.2188,-0.47418,0.0807542
1871,12.2194,-0.479865,0.0763405
1952,12.2198,-0.47418,0.0807799
1899,12.2204,-0.479865,0.0765387
1951,12.2208,-0.47418,0.0808024
1863,12.2214,-0.479865,0.0767289
1865,12.2224,-0.479865,0.0769111
1932,12.2231,-0.468495,0.082364
1947,12.2229,-0.47418,0.080839
1859,12.2233,-0.479865,0.0770853
1866,12.2243,-0.479865,0.0772515
1945,12.2249,-0.47418,0.0808653
1853,12.2253,-0.479865,0.0774099
1854,12.2263,-0.479865,0.0775608
2075,12.2274,-0.457125,0.0863408
1848,12.2273,-0.479865,0.0777043
1867,12.2282,-0.479865,0.0778406
1841,12.2292,-0.479865,0.0779699
1842,12.2302,-0.479865,0.0780923
1935,12.2312,-0.468495,0.0824429
3415,12.2323,-0.445755,0.089572
1836,12.2312,-0.479865,0.0782081
1843,12.2322,-0.479865,0.0783174
1830,12.2332,-0.479865,0.0784204
1831,12.2342,-0.479865,0.0785173
2073,12.2355,-0.457125,0.0864418
2052,12.2347,-0.48555,0.071079
1825,12.2352,-0.479865,0.0786083
1901,12.2362,-0.479865,0.0786935
1893,12.2366,-0.48555,0.0716549
1986,12.2372,-0.479865,0.0787731
3411,12.2398,-0.431323,0.0925545
1984,12.2382,-0.479865,0.0788474
1892,12.2385,-0.48555,0.0722115
1929,12.2393,-0.468495,0.0825479
1980,12.2392,-0.479865,0.0789164
1978,12.2402,-0.479865,0.0789804
1888,12.2404,-0.48555,0.0727472
1975,12.2412,-0.479865,0.0790396
1973,12.2422,-0.479865,0.0790942
1887,12.2423,-0.48555,0.0732605
2072,12.2436,-0.457125,0.0865143
1968,12.2432,-0.479865,0.0791442
1966,12.2442,-0.479865,0.07919
1883,12.2442,-0.48555,0.0737497
1965,12.2452,-0.479865,0.0792316
1961,12.2462,-0.479865,0.0792693
1880,12.2461,-0.48555,0.0742133
1959,12.2473,-0.479865,0.0793033
1875,12.2471,-0.48555,0.0744349
2064,12.2487,-0.445755,0.0894276
1874,12.248,-0.48555,0.0746495
1955,12.2483,-0.479865,0.0793337
1870,12.249,-0.48555,0.0748568
1954,12.2493,-0.479865,0.0793607
1869,12.25,-0.48555,0.0750567
1950,12.2503,-0.479865,0.0793845
2069,12.2518,-0.457125,0.08656
1862,12.2509,-0.48555,0.075249
1946,12.2513,-0.479865,0.0794053
1861,12.2519,-0.48555,0.0754336
1858,12.2529,-0.48555,0.0756102
1819,12.2533,-0.479865,0.0794385
1856,12.2539,-0.48555,0.075779
1852,12.2548,-0.48555,0.07594
1944,12.2554,-0.479865,0.0794618
1850,12.2558,-0.48555,0.0760935
1847,12.2568,-0.48555,0.0762396
1941,12.2574,-0.479865,0.0794767
1845,12.2578,-0.48555,0.0763784
1840,12.2588,-0.48555,0.0765102
2068,12.2599,-0.457125,0.0865807
1942,12.2595,-0.479865,0.0794845
1838,12.2598,-0.48555,0.0766352
1835,12.2607,-0.48555,0.0767534
1833,12.2617,-0.48555,0.0768652
1829,12.2627,-0.48555,0.0769706
1938,12.2635,-0.479865,0.0794851
1827,12.2637,-0.48555,0.0770699
1824,12.2647,-0.48555,0.0771632
1896,12.2652,-0.491235,0.069909
1822,12.2657,-0.48555,0.0772507
1900,12.2667,-0.48555,0.0773326
1891,12.2671,-0.491235,0.0704688
1939,12.2676,-0.479865,0.0794751
2291,12.2677,-0.48555,0.077409
3491,12.2701,-0.432128,0.0919536
2292,12.2687,-0.48555,0.0774802
1890,12.269,-0.491235,0.0710099
2289,12.2697,-0.48555,0.0775464
2290,12.2707,-0.48555,0.0776076
1937,12.2717,-0.468495,0.0830837
1886,12.2709,-0.491235,0.0715306
2297,12.2717,-0.48555,0.0776641
2298,12.2727,-0.48555,0.077716
1881,12.2728,-0.491235,0.0720293
2287,12.2737,-0.48555,0.0777636
2288,12.2747,-0.48555,0.0778069
1882,12.2748,-0.491235,0.0725045
2067,12.2762,-0.457125,0.0865559
1933,12.2758,-0.479865,0.0794655
