ID,Points:0,Points:1
12.9983,0.627675,0.0418268
13.0003,0.627675,0.0420086
13.0023,0.627675,0.0421842
13.0043,0.627675,0.0423521
13.0063,0.627675,0.0425108
13.0084,0.627675,0.0426588
13.0105,0.627675,0.0427943
13.0126,0.627675,0.0429156
13.0148,0.627675,0.0430209
13.017,0.627675,0.0431091
13.0192,0.627675,0.0431807
13.0214,0.627675,0.0432362
13.0237,0.627675,0.0432759
13.0259,0.627675,0.0433007
13.0282,0.627675,0.0433111
13.0305,0.627675,0.043308
13.0329,0.627675,0.0432922
13.0352,0.627675,0.0432647
13.0376,0.627675,0.0432265
13.04,0.627675,0.0431785
13.0424,0.627675,0.043122
13.0448,0.627675,0.0430579
13.0473,0.627675,0.0429877
13.0498,0.627675,0.0429125
13.0522,0.627675,0.0428338
13.0547,0.627675,0.0427528
13.0573,0.627675,0.042671
13.0598,0.627675,0.04259
13.0624,0.627675,0.0425112
13.065,0.627675,0.0424349
13.0676,0.627675,0.042361
13.0702,0.627675,0.0422894
13.0728,0.627675,0.0422201
13.0755,0.627675,0.0421529
13.0782,0.627675,0.0420878
13.0809,0.627675,0.0420246
13.0837,0.627675,0.0419632
13.0864,0.627675,0.0419036
13.0892,0.627675,0.0418455
13.092,0.627675,0.0417889
13.0949,0.627675,0.0417336
13.0977,0.627675,0.0416794
13.1006,0.627675,0.0416263
13.1035,0.627675,0.0415739
13.1065,0.627675,0.0415223
13.1094,0.627675,0.0414711
13.1124,0.627675,0.0414201
13.1154,0.627675,0.0413692
13.1185,0.627675,0.0413181
13.1215,0.627675,0.0412667
13.1246,0.627675,0.0412145
13.1278,0.627675,0.0411615
13.1309,0.627675,0.0411072
13.1341,0.627675,0.0410515
13.1373,0.627675,0.040994
13.1405,0.627675,0.0409344
13.1438,0.627675,0.0408729
13.1471,0.627675,0.0408093
13.1504,0.627675,0.0407437
13.1538,0.627675,0.0406761
13.1572,0.627675,0.0406066
13.1606,0.627675,0.0405352
13.164,0.627675,0.0404618
13.1675,0.627675,0.0403866
13.171,0.627675,0.0403096
13.1745,0.627675,0.0402308
13.1781,0.627675,0.0401502
13.1817,0.627675,0.040068
13.1853,0.627675,0.0399841
13.189,0.627675,0.0398986
13.1927,0.627675,0.0398116
13.1964,0.627675,0.0397231
13.2002,0.627675,0.0396332
13.204,0.627675,0.039542
13.2078,0.627675,0.0394494
13.2116,0.627675,0.0393558
13.2155,0.627675,0.039261
13.2194,0.627675,0.0391652
13.2234,0.627675,0.0390684
13.2274,0.627675,0.0389709
13.2314,0.627675,0.0388727
13.2355,0.627675,0.0387738
13.2396,0.627675,0.0386745
13.2437,0.627675,0.0385748
13.2479,0.627675,0.0384748
13.2521,0.627675,0.0383746
13.2564,0.627675,0.0382742
13.2606,0.627675,0.0381735
13.265,0.627675,0.0380726
13.2693,0.627675,0.0379713
13.2737,0.627675,0.0378698
13.2782,0.627675,0.0377679
13.2826,0.627675,0.0376658
13.2872,0.627675,0.0375633
13.2917,0.627675,0.0374604
13.2963,0.627675,0.0373571
13.301,0.627675,0.0372535
13.3056,0.627675,0.0371494
13.3104,0.627675,0.0370449
13.3151,0.627675,0.0369399
13.3199,0.627675,0.0368344
13.3248,0.627675,0.0367284
13.3297,0.627675,0.0366219
13.3346,0.627675,0.0365147
13.3396,0.627675,0.036407
13.3446,0.627675,0.0362987
13.3497,0.627675,0.0361896
13.3548,0.627675,0.0360799
13.3599,0.627675,0.0359694
13.3651,0.627675,0.0358581
13.3704,0.627675,0.035746
13.3757,0.627675,0.035633
13.381,0.627675,0.0355191
13.3864,0.627675,0.0354043
